_id,DataZone,IntZone,HB,HSCP,CA,SIMD2020V2Rank,SIMD2020V2CountryDecile,SIMD2020V2CountryQuintile,SIMD2020V2HBDecile,SIMD2020V2HBQuintile,SIMD2020V2HSCPDecile,SIMD2020V2HSCPQuintile,SIMD2020V2CADecile,SIMD2020V2CAQuintile,SIMD2020V2Most15pc,SIMD2020V2Least15pc
4085,S01010590,S02001992,S08000022,S37000016,S12000017,5832,9,5,10,5,10,5,10,5,0,0
4086,S01010591,S02001992,S08000022,S37000016,S12000017,4738,7,4,8,4,8,4,8,4,0,0
4087,S01010592,S02001992,S08000022,S37000016,S12000017,5065,8,4,9,5,9,5,9,5,0,0
4088,S01010593,S02001992,S08000022,S37000016,S12000017,5351,8,4,9,5,10,5,10,5,0,0
4089,S01010594,S02001992,S08000022,S37000016,S12000017,5690,9,5,10,5,10,5,10,5,0,0
4090,S01010595,S02001992,S08000022,S37000016,S12000017,5156,8,4,9,5,9,5,9,5,0,0
4091,S01010596,S02001993,S08000022,S37000016,S12000017,5234,8,4,9,5,9,5,9,5,0,0
4092,S01010597,S02001993,S08000022,S37000016,S12000017,5050,8,4,9,5,9,5,9,5,0,0
4093,S01010598,S02001993,S08000022,S37000016,S12000017,6045,9,5,10,5,10,5,10,5,0,1
4094,S01010599,S02001994,S08000022,S37000016,S12000017,4676,7,4,8,4,8,4,8,4,0,0
4095,S01010600,S02001994,S08000022,S37000016,S12000017,5057,8,4,9,5,9,5,9,5,0,0
4096,S01010601,S02001994,S08000022,S37000016,S12000017,5326,8,4,9,5,10,5,10,5,0,0
4097,S01010602,S02001994,S08000022,S37000016,S12000017,5144,8,4,9,5,9,5,9,5,0,0
4098,S01010603,S02001994,S08000022,S37000016,S12000017,5774,9,5,10,5,10,5,10,5,0,0
4099,S01010604,S02001994,S08000022,S37000016,S12000017,6350,10,5,10,5,10,5,10,5,0,1
4100,S01010605,S02001994,S08000022,S37000016,S12000017,5334,8,4,9,5,10,5,10,5,0,0
4101,S01010606,S02001995,S08000022,S37000016,S12000017,3138,5,3,4,2,4,2,4,2,0,0
4102,S01010607,S02001995,S08000022,S37000016,S12000017,6577,10,5,10,5,10,5,10,5,0,1
4103,S01010608,S02001995,S08000022,S37000016,S12000017,535,1,1,1,1,1,1,1,1,1,0
4104,S01010609,S02001995,S08000022,S37000016,S12000017,1612,3,2,2,1,2,1,2,1,0,0
4105,S01010610,S02001995,S08000022,S37000016,S12000017,3220,5,3,4,2,4,2,4,2,0,0
4106,S01010611,S02001996,S08000022,S37000016,S12000017,2212,4,2,2,1,2,1,2,1,0,0
4107,S01010612,S02001996,S08000022,S37000016,S12000017,4455,7,4,7,4,7,4,7,4,0,0
4108,S01010613,S02001996,S08000022,S37000016,S12000017,2362,4,2,2,1,2,1,2,1,0,0
4109,S01010614,S02001996,S08000022,S37000016,S12000017,714,1,1,1,1,1,1,1,1,1,0
4110,S01010615,S02001996,S08000022,S37000016,S12000017,3328,5,3,4,2,4,2,4,2,0,0
4111,S01010616,S02001997,S08000022,S37000016,S12000017,6105,9,5,10,5,10,5,10,5,0,1
4112,S01010617,S02001997,S08000022,S37000016,S12000017,6404,10,5,10,5,10,5,10,5,0,1
4113,S01010618,S02001997,S08000022,S37000016,S12000017,6353,10,5,10,5,10,5,10,5,0,1
4114,S01010619,S02001998,S08000022,S37000016,S12000017,1400,2,1,1,1,1,1,1,1,0,0
4115,S01010620,S02001998,S08000022,S37000016,S12000017,458,1,1,1,1,1,1,1,1,1,0
4116,S01010621,S02001998,S08000022,S37000016,S12000017,3902,6,3,6,3,6,3,6,3,0,0
4117,S01010622,S02001998,S08000022,S37000016,S12000017,1096,2,1,1,1,1,1,1,1,0,0
4118,S01010623,S02001998,S08000022,S37000016,S12000017,3657,6,3,5,3,5,3,5,3,0,0
4119,S01010624,S02001998,S08000022,S37000016,S12000017,1895,3,2,2,1,2,1,2,1,0,0
4120,S01010625,S02001999,S08000022,S37000016,S12000017,6532,10,5,10,5,10,5,10,5,0,1
4121,S01010626,S02001999,S08000022,S37000016,S12000017,4618,7,4,8,4,8,4,8,4,0,0
4122,S01010627,S02001999,S08000022,S37000016,S12000017,3397,5,3,4,2,4,2,4,2,0,0
4123,S01010628,S02001999,S08000022,S37000016,S12000017,5450,8,4,10,5,10,5,10,5,0,0
4124,S01010629,S02001999,S08000022,S37000016,S12000017,4348,7,4,7,4,7,4,7,4,0,0
4125,S01010630,S02002000,S08000022,S37000016,S12000017,1920,3,2,2,1,2,1,2,1,0,0
4126,S01010631,S02002000,S08000022,S37000016,S12000017,2583,4,2,3,2,3,2,3,2,0,0
4127,S01010632,S02002000,S08000022,S37000016,S12000017,1922,3,2,2,1,2,1,2,1,0,0
4128,S01010633,S02002000,S08000022,S37000016,S12000017,791,2,1,1,1,1,1,1,1,1,0
4129,S01010634,S02002000,S08000022,S37000016,S12000017,1887,3,2,2,1,2,1,2,1,0,0
4130,S01010635,S02002000,S08000022,S37000016,S12000017,1225,2,1,1,1,1,1,1,1,0,0
4131,S01010636,S02002001,S08000022,S37000016,S12000017,4343,7,4,7,4,7,4,7,4,0,0
4132,S01010637,S02002001,S08000022,S37000016,S12000017,682,1,1,1,1,1,1,1,1,1,0
4133,S01010638,S02002001,S08000022,S37000016,S12000017,1961,3,2,2,1,2,1,2,1,0,0
4134,S01010639,S02002001,S08000022,S37000016,S12000017,972,2,1,1,1,1,1,1,1,1,0
4135,S01010640,S02002001,S08000022,S37000016,S12000017,2680,4,2,3,2,3,2,3,2,0,0
4136,S01010641,S02002002,S08000022,S37000016,S12000017,240,1,1,1,1,1,1,1,1,1,0
4137,S01010642,S02002002,S08000022,S37000016,S12000017,436,1,1,1,1,1,1,1,1,1,0
4138,S01010643,S02002002,S08000022,S37000016,S12000017,174,1,1,1,1,1,1,1,1,1,0
4139,S01010644,S02002002,S08000022,S37000016,S12000017,8,1,1,1,1,1,1,1,1,1,0
4140,S01010645,S02002003,S08000022,S37000016,S12000017,4265,6,3,7,4,7,4,7,4,0,0
4141,S01010646,S02002003,S08000022,S37000016,S12000017,5976,9,5,10,5,10,5,10,5,0,1
4142,S01010647,S02002003,S08000022,S37000016,S12000017,5515,8,4,10,5,10,5,10,5,0,0
4143,S01010648,S02002003,S08000022,S37000016,S12000017,3042,5,3,3,2,4,2,4,2,0,0
4144,S01010649,S02002003,S08000022,S37000016,S12000017,4371,7,4,7,4,7,4,7,4,0,0
4145,S01010650,S02002004,S08000022,S37000016,S12000017,1220,2,1,1,1,1,1,1,1,0,0
4146,S01010651,S02002004,S08000022,S37000016,S12000017,2189,4,2,2,1,2,1,2,1,0,0
4147,S01010652,S02002004,S08000022,S37000016,S12000017,3345,5,3,4,2,4,2,4,2,0,0
4148,S01010653,S02002004,S08000022,S37000016,S12000017,4893,7,4,9,5,9,5,9,5,0,0
4149,S01010654,S02002004,S08000022,S37000016,S12000017,2636,4,2,3,2,3,2,3,2,0,0
4150,S01010655,S02002005,S08000022,S37000016,S12000017,4365,7,4,7,4,7,4,7,4,0,0
4151,S01010656,S02002005,S08000022,S37000016,S12000017,2738,4,2,3,2,3,2,3,2,0,0
4152,S01010657,S02002005,S08000022,S37000016,S12000017,4735,7,4,8,4,8,4,8,4,0,0
4153,S01010658,S02002005,S08000022,S37000016,S12000017,4436,7,4,7,4,7,4,7,4,0,0
4154,S01010659,S02002005,S08000022,S37000016,S12000017,4113,6,3,7,4,6,3,6,3,0,0
4155,S01010660,S02002005,S08000022,S37000016,S12000017,3068,5,3,4,2,4,2,4,2,0,0
4156,S01010661,S02002005,S08000022,S37000016,S12000017,3168,5,3,4,2,4,2,4,2,0,0
4157,S01010662,S02002005,S08000022,S37000016,S12000017,3831,6,3,6,3,5,3,5,3,0,0
4158,S01010663,S02002005,S08000022,S37000016,S12000017,5063,8,4,9,5,9,5,9,5,0,0
4159,S01010664,S02002006,S08000022,S37000016,S12000017,4869,7,4,8,4,8,4,8,4,0,0
4160,S01010665,S02002006,S08000022,S37000016,S12000017,2924,5,3,3,2,3,2,3,2,0,0
4161,S01010666,S02002006,S08000022,S37000016,S12000017,4057,6,3,6,3,6,3,6,3,0,0
4162,S01010667,S02002006,S08000022,S37000016,S12000017,3680,6,3,5,3,5,3,5,3,0,0
4163,S01010668,S02002006,S08000022,S37000016,S12000017,4590,7,4,8,4,8,4,8,4,0,0
4164,S01010669,S02002007,S08000022,S37000016,S12000017,3979,6,3,6,3,6,3,6,3,0,0
4165,S01010670,S02002007,S08000022,S37000016,S12000017,3882,6,3,6,3,6,3,6,3,0,0
4166,S01010671,S02002007,S08000022,S37000016,S12000017,4487,7,4,7,4,7,4,7,4,0,0
4167,S01010672,S02002007,S08000022,S37000016,S12000017,2419,4,2,3,2,3,2,3,2,0,0
4168,S01010673,S02002008,S08000022,S37000016,S12000017,2784,4,2,3,2,3,2,3,2,0,0
4169,S01010674,S02002008,S08000022,S37000016,S12000017,3127,5,3,4,2,4,2,4,2,0,0
4170,S01010675,S02002008,S08000022,S37000016,S12000017,4428,7,4,7,4,7,4,7,4,0,0
4171,S01010676,S02002008,S08000022,S37000016,S12000017,4080,6,3,6,3,6,3,6,3,0,0
4172,S01010677,S02002009,S08000022,S37000016,S12000017,4066,6,3,6,3,6,3,6,3,0,0
4173,S01010678,S02002009,S08000022,S37000016,S12000017,2344,4,2,2,1,2,1,2,1,0,0
4174,S01010679,S02002009,S08000022,S37000016,S12000017,3788,6,3,5,3,5,3,5,3,0,0
4175,S01010680,S02002009,S08000022,S37000016,S12000017,2400,4,2,3,2,3,2,3,2,0,0
4176,S01010681,S02002009,S08000022,S37000016,S12000017,3096,5,3,4,2,4,2,4,2,0,0
4177,S01010682,S02002010,S08000022,S37000016,S12000017,4001,6,3,6,3,6,3,6,3,0,0
4178,S01010683,S02002010,S08000022,S37000016,S12000017,3355,5,3,4,2,4,2,4,2,0,0
4179,S01010684,S02002010,S08000022,S37000016,S12000017,3613,6,3,5,3,5,3,5,3,0,0
4180,S01010685,S02002010,S08000022,S37000016,S12000017,2627,4,2,3,2,3,2,3,2,0,0
4181,S01010686,S02002011,S08000022,S37000016,S12000017,3162,5,3,4,2,4,2,4,2,0,0
4182,S01010687,S02002011,S08000022,S37000016,S12000017,4274,7,4,7,4,7,4,7,4,0,0
4183,S01010688,S02002011,S08000022,S37000016,S12000017,3983,6,3,6,3,6,3,6,3,0,0
4184,S01010689,S02002011,S08000022,S37000016,S12000017,3486,5,3,5,3,5,3,5,3,0,0
4185,S01010690,S02002012,S08000022,S37000016,S12000017,4402,7,4,7,4,7,4,7,4,0,0
4186,S01010691,S02002012,S08000022,S37000016,S12000017,4078,6,3,6,3,6,3,6,3,0,0
4187,S01010692,S02002012,S08000022,S37000016,S12000017,4723,7,4,8,4,8,4,8,4,0,0
4188,S01010693,S02002012,S08000022,S37000016,S12000017,3811,6,3,5,3,5,3,5,3,0,0
4189,S01010694,S02002012,S08000022,S37000016,S12000017,3683,6,3,5,3,5,3,5,3,0,0
4190,S01010695,S02002013,S08000022,S37000016,S12000017,3756,6,3,5,3,5,3,5,3,0,0
4191,S01010696,S02002013,S08000022,S37000016,S12000017,3988,6,3,6,3,6,3,6,3,0,0
4192,S01010697,S02002013,S08000022,S37000016,S12000017,3538,5,3,5,3,5,3,5,3,0,0
4193,S01010698,S02002013,S08000022,S37000016,S12000017,2773,4,2,3,2,3,2,3,2,0,0
4194,S01010699,S02002014,S08000022,S37000016,S12000017,4009,6,3,6,3,6,3,6,3,0,0
4195,S01010700,S02002014,S08000022,S37000016,S12000017,4987,8,4,9,5,9,5,9,5,0,0
4196,S01010701,S02002014,S08000022,S37000016,S12000017,3806,6,3,5,3,5,3,5,3,0,0
4197,S01010702,S02002014,S08000022,S37000016,S12000017,4006,6,3,6,3,6,3,6,3,0,0
4198,S01010703,S02002015,S08000022,S37000016,S12000017,5125,8,4,9,5,9,5,9,5,0,0
4199,S01010704,S02002015,S08000022,S37000016,S12000017,2410,4,2,3,2,3,2,3,2,0,0
4200,S01010705,S02002015,S08000022,S37000016,S12000017,4272,7,4,7,4,7,4,7,4,0,0
4201,S01010706,S02002015,S08000022,S37000016,S12000017,2668,4,2,3,2,3,2,3,2,0,0
4202,S01010707,S02002016,S08000022,S37000016,S12000017,3130,5,3,4,2,4,2,4,2,0,0
4203,S01010708,S02002016,S08000022,S37000016,S12000017,3543,5,3,5,3,5,3,5,3,0,0
4204,S01010709,S02002016,S08000022,S37000016,S12000017,5066,8,4,9,5,9,5,9,5,0,0
4205,S01010710,S02002016,S08000022,S37000016,S12000017,2028,3,2,2,1,2,1,2,1,0,0
4206,S01010711,S02002016,S08000022,S37000016,S12000017,5680,9,5,10,5,10,5,10,5,0,0
4207,S01010712,S02002017,S08000022,S37000016,S12000017,2190,4,2,2,1,2,1,2,1,0,0
4208,S01010713,S02002017,S08000022,S37000016,S12000017,3909,6,3,6,3,6,3,6,3,0,0
4209,S01010714,S02002017,S08000022,S37000016,S12000017,1132,2,1,1,1,1,1,1,1,0,0
4210,S01010715,S02002017,S08000022,S37000016,S12000017,2832,4,2,3,2,3,2,3,2,0,0
4211,S01010716,S02002017,S08000022,S37000016,S12000017,2103,3,2,2,1,2,1,2,1,0,0
4212,S01010717,S02002017,S08000022,S37000016,S12000017,6066,9,5,10,5,10,5,10,5,0,1
4213,S01010718,S02002017,S08000022,S37000016,S12000017,3655,6,3,5,3,5,3,5,3,0,0
4214,S01010719,S02002018,S08000022,S37000016,S12000017,4750,7,4,8,4,8,4,8,4,0,0
4215,S01010720,S02002018,S08000022,S37000016,S12000017,4634,7,4,8,4,8,4,8,4,0,0
4216,S01010721,S02002018,S08000022,S37000016,S12000017,5219,8,4,9,5,9,5,9,5,0,0
4217,S01010722,S02002018,S08000022,S37000016,S12000017,3931,6,3,6,3,6,3,6,3,0,0
4218,S01010723,S02002018,S08000022,S37000016,S12000017,5298,8,4,9,5,9,5,9,5,0,0
4219,S01010724,S02002018,S08000022,S37000016,S12000017,4187,6,3,7,4,7,4,7,4,0,0
4220,S01010725,S02002018,S08000022,S37000016,S12000017,4591,7,4,8,4,8,4,8,4,0,0
4221,S01010726,S02002018,S08000022,S37000016,S12000017,4511,7,4,8,4,7,4,7,4,0,0
4222,S01010727,S02002019,S08000022,S37000016,S12000017,5276,8,4,9,5,9,5,9,5,0,0
4223,S01010728,S02002019,S08000022,S37000016,S12000017,5188,8,4,9,5,9,5,9,5,0,0
4224,S01010729,S02002019,S08000022,S37000016,S12000017,5014,8,4,9,5,9,5,9,5,0,0
4225,S01010730,S02002019,S08000022,S37000016,S12000017,4220,6,3,7,4,7,4,7,4,0,0
4226,S01010731,S02002019,S08000022,S37000016,S12000017,3999,6,3,6,3,6,3,6,3,0,0
4227,S01010732,S02002020,S08000022,S37000016,S12000017,999,2,1,1,1,1,1,1,1,1,0
4228,S01010733,S02002020,S08000022,S37000016,S12000017,776,2,1,1,1,1,1,1,1,1,0
4229,S01010734,S02002020,S08000022,S37000016,S12000017,905,2,1,1,1,1,1,1,1,1,0
4230,S01010735,S02002020,S08000022,S37000016,S12000017,628,1,1,1,1,1,1,1,1,1,0
4231,S01010736,S02002020,S08000022,S37000016,S12000017,6517,10,5,10,5,10,5,10,5,0,1
4232,S01010737,S02002020,S08000022,S37000016,S12000017,2224,4,2,2,1,2,1,2,1,0,0
4233,S01010738,S02002020,S08000022,S37000016,S12000017,3275,5,3,4,2,4,2,4,2,0,0
4234,S01010739,S02002020,S08000022,S37000016,S12000017,2387,4,2,2,1,3,2,3,2,0,0
4235,S01010740,S02002021,S08000022,S37000016,S12000017,216,1,1,1,1,1,1,1,1,1,0
4236,S01010741,S02002021,S08000022,S37000016,S12000017,3700,6,3,5,3,5,3,5,3,0,0
4237,S01010742,S02002021,S08000022,S37000016,S12000017,2162,4,2,2,1,2,1,2,1,0,0
4238,S01010743,S02002021,S08000022,S37000016,S12000017,1099,2,1,1,1,1,1,1,1,0,0
4239,S01010744,S02002021,S08000022,S37000016,S12000017,3547,5,3,5,3,5,3,5,3,0,0
4240,S01010745,S02002021,S08000022,S37000016,S12000017,1540,3,2,2,1,2,1,2,1,0,0
4241,S01010746,S02002022,S08000022,S37000016,S12000017,3475,5,3,5,3,5,3,5,3,0,0
4242,S01010747,S02002022,S08000022,S37000016,S12000017,1369,2,1,1,1,1,1,1,1,0,0
4243,S01010748,S02002022,S08000022,S37000016,S12000017,3472,5,3,5,3,5,3,5,3,0,0
4244,S01010749,S02002022,S08000022,S37000016,S12000017,3801,6,3,5,3,5,3,5,3,0,0
4245,S01010750,S02002022,S08000022,S37000016,S12000017,2890,5,3,3,2,3,2,3,2,0,0
4246,S01010751,S02002022,S08000022,S37000016,S12000017,689,1,1,1,1,1,1,1,1,1,0
4247,S01010752,S02002023,S08000022,S37000016,S12000017,2818,4,2,3,2,3,2,3,2,0,0
4248,S01010753,S02002023,S08000022,S37000016,S12000017,1604,3,2,2,1,2,1,2,1,0,0
4249,S01010754,S02002023,S08000022,S37000016,S12000017,1926,3,2,2,1,2,1,2,1,0,0
4250,S01010755,S02002023,S08000022,S37000016,S12000017,4058,6,3,6,3,6,3,6,3,0,0
4251,S01010756,S02002023,S08000022,S37000016,S12000017,5151,8,4,9,5,9,5,9,5,0,0
4252,S01010757,S02002024,S08000022,S37000016,S12000017,3104,5,3,4,2,4,2,4,2,0,0
4253,S01010758,S02002024,S08000022,S37000016,S12000017,4470,7,4,7,4,7,4,7,4,0,0
4254,S01010759,S02002024,S08000022,S37000016,S12000017,3035,5,3,3,2,4,2,4,2,0,0
4255,S01010760,S02002024,S08000022,S37000016,S12000017,4650,7,4,8,4,8,4,8,4,0,0
4256,S01010761,S02002024,S08000022,S37000016,S12000017,4277,7,4,7,4,7,4,7,4,0,0
4257,S01010762,S02002024,S08000022,S37000016,S12000017,3465,5,3,5,3,5,3,5,3,0,0
4258,S01010763,S02002024,S08000022,S37000016,S12000017,3122,5,3,4,2,4,2,4,2,0,0
4259,S01010764,S02002024,S08000022,S37000016,S12000017,3781,6,3,5,3,5,3,5,3,0,0
4260,S01010765,S02002024,S08000022,S37000016,S12000017,3194,5,3,4,2,4,2,4,2,0,0
4261,S01010766,S02002025,S08000022,S37000016,S12000017,4025,6,3,6,3,6,3,6,3,0,0
4262,S01010767,S02002025,S08000022,S37000016,S12000017,2220,4,2,2,1,2,1,2,1,0,0
4263,S01010768,S02002025,S08000022,S37000016,S12000017,3021,5,3,3,2,3,2,3,2,0,0
4264,S01010769,S02002025,S08000022,S37000016,S12000017,4095,6,3,7,4,6,3,6,3,0,0
4265,S01010770,S02002025,S08000022,S37000016,S12000017,2347,4,2,2,1,2,1,2,1,0,0
4266,S01010771,S02002025,S08000022,S37000016,S12000017,2216,4,2,2,1,2,1,2,1,0,0
4267,S01010772,S02002026,S08000022,S37000016,S12000017,2298,4,2,2,1,2,1,2,1,0,0
4268,S01010773,S02002026,S08000022,S37000016,S12000017,2916,5,3,3,2,3,2,3,2,0,0
4269,S01010774,S02002026,S08000022,S37000016,S12000017,1416,2,1,1,1,1,1,1,1,0,0
4270,S01010775,S02002026,S08000022,S37000016,S12000017,4929,7,4,9,5,9,5,9,5,0,0
4271,S01010776,S02002027,S08000022,S37000016,S12000017,2845,4,2,3,2,3,2,3,2,0,0
4272,S01010777,S02002027,S08000022,S37000016,S12000017,912,2,1,1,1,1,1,1,1,1,0
4273,S01010778,S02002027,S08000022,S37000016,S12000017,215,1,1,1,1,1,1,1,1,1,0
4274,S01010779,S02002027,S08000022,S37000016,S12000017,1004,2,1,1,1,1,1,1,1,1,0
4275,S01010780,S02002027,S08000022,S37000016,S12000017,2649,4,2,3,2,3,2,3,2,0,0
4276,S01010781,S02002027,S08000022,S37000016,S12000017,4452,7,4,7,4,7,4,7,4,0,0
4277,S01010782,S02002028,S08000022,S37000016,S12000017,1555,3,2,2,1,2,1,2,1,0,0
4278,S01010783,S02002028,S08000022,S37000016,S12000017,1976,3,2,2,1,2,1,2,1,0,0
4279,S01010784,S02002028,S08000022,S37000016,S12000017,659,1,1,1,1,1,1,1,1,1,0
4280,S01010785,S02002028,S08000022,S37000016,S12000017,4974,8,4,9,5,9,5,9,5,0,0
4281,S01010786,S02002028,S08000022,S37000016,S12000017,4032,6,3,6,3,6,3,6,3,0,0
4282,S01010787,S02002029,S08000022,S37000016,S12000017,2933,5,3,3,2,3,2,3,2,0,0
4283,S01010788,S02002029,S08000022,S37000016,S12000017,4037,6,3,6,3,6,3,6,3,0,0
4284,S01010789,S02002029,S08000022,S37000016,S12000017,2904,5,3,3,2,3,2,3,2,0,0
4285,S01010790,S02002029,S08000022,S37000016,S12000017,3110,5,3,4,2,4,2,4,2,0,0
4286,S01010791,S02002029,S08000022,S37000016,S12000017,4060,6,3,6,3,6,3,6,3,0,0
4287,S01010792,S02002030,S08000022,S37000016,S12000017,1838,3,2,2,1,2,1,2,1,0,0
4288,S01010793,S02002030,S08000022,S37000016,S12000017,4391,7,4,7,4,7,4,7,4,0,0
4289,S01010794,S02002030,S08000022,S37000016,S12000017,3376,5,3,4,2,4,2,4,2,0,0
4290,S01010795,S02002030,S08000022,S37000016,S12000017,4677,7,4,8,4,8,4,8,4,0,0
4291,S01010796,S02002030,S08000022,S37000016,S12000017,3994,6,3,6,3,6,3,6,3,0,0
4292,S01010797,S02002030,S08000022,S37000016,S12000017,4771,7,4,8,4,8,4,8,4,0,0
4293,S01010798,S02002030,S08000022,S37000016,S12000017,3528,5,3,5,3,5,3,5,3,0,0
4294,S01010799,S02002031,S08000022,S37000016,S12000017,2601,4,2,3,2,3,2,3,2,0,0
4295,S01010800,S02002031,S08000022,S37000016,S12000017,2838,4,2,3,2,3,2,3,2,0,0
4296,S01010801,S02002031,S08000022,S37000016,S12000017,2334,4,2,2,1,2,1,2,1,0,0
4297,S01010802,S02002031,S08000022,S37000016,S12000017,3084,5,3,4,2,4,2,4,2,0,0
4298,S01010803,S02002032,S08000022,S37000016,S12000017,1439,3,2,1,1,2,1,2,1,0,0
4299,S01010804,S02002032,S08000022,S37000016,S12000017,5163,8,4,9,5,9,5,9,5,0,0
4300,S01010805,S02002032,S08000022,S37000016,S12000017,4702,7,4,8,4,8,4,8,4,0,0
4301,S01010806,S02002032,S08000022,S37000016,S12000017,1422,2,1,1,1,1,1,1,1,0,0
4302,S01010807,S02002032,S08000022,S37000016,S12000017,3853,6,3,6,3,6,3,6,3,0,0
4303,S01010808,S02002032,S08000022,S37000016,S12000017,4734,7,4,8,4,8,4,8,4,0,0
4304,S01010809,S02002032,S08000022,S37000016,S12000017,5175,8,4,9,5,9,5,9,5,0,0
4305,S01010810,S02002033,S08000022,S37000016,S12000017,3147,5,3,4,2,4,2,4,2,0,0
4306,S01010811,S02002033,S08000022,S37000016,S12000017,3491,5,3,5,3,5,3,5,3,0,0
4307,S01010812,S02002033,S08000022,S37000016,S12000017,2869,5,3,3,2,3,2,3,2,0,0
4308,S01010813,S02002033,S08000022,S37000016,S12000017,2660,4,2,3,2,3,2,3,2,0,0
4309,S01010814,S02002033,S08000022,S37000016,S12000017,3052,5,3,4,2,4,2,4,2,0,0
4310,S01010815,S02002033,S08000022,S37000016,S12000017,3678,6,3,5,3,5,3,5,3,0,0
4311,S01010816,S02002034,S08000031,S37000017,S12000018,6637,10,5,10,5,10,5,10,5,0,1
4312,S01010817,S02002034,S08000031,S37000017,S12000018,6025,9,5,9,5,10,5,10,5,0,1
4313,S01010818,S02002034,S08000031,S37000017,S12000018,6109,9,5,9,5,10,5,10,5,0,1
4314,S01010819,S02002035,S08000031,S37000017,S12000018,4101,6,3,7,4,7,4,7,4,0,0
4315,S01010820,S02002035,S08000031,S37000017,S12000018,3986,6,3,7,4,7,4,7,4,0,0
4316,S01010821,S02002035,S08000031,S37000017,S12000018,6884,10,5,10,5,10,5,10,5,0,1
4317,S01010822,S02002035,S08000031,S37000017,S12000018,3050,5,3,6,3,7,4,7,4,0,0
4318,S01010823,S02002035,S08000031,S37000017,S12000018,4238,6,3,7,4,8,4,8,4,0,0
4319,S01010824,S02002036,S08000031,S37000017,S12000018,5555,8,4,8,4,9,5,9,5,0,0
4320,S01010825,S02002036,S08000031,S37000017,S12000018,5620,8,4,8,4,9,5,9,5,0,0
4321,S01010826,S02002036,S08000031,S37000017,S12000018,5271,8,4,8,4,9,5,9,5,0,0
4322,S01010827,S02002036,S08000031,S37000017,S12000018,5700,9,5,9,5,9,5,9,5,0,0
4323,S01010828,S02002036,S08000031,S37000017,S12000018,5765,9,5,9,5,9,5,9,5,0,0
4324,S01010829,S02002036,S08000031,S37000017,S12000018,4008,6,3,7,4,7,4,7,4,0,0
4325,S01010830,S02002036,S08000031,S37000017,S12000018,4467,7,4,7,4,8,4,8,4,0,0
4326,S01010831,S02002036,S08000031,S37000017,S12000018,5733,9,5,9,5,9,5,9,5,0,0
4327,S01010832,S02002037,S08000031,S37000017,S12000018,3625,6,3,7,4,7,4,7,4,0,0
4328,S01010833,S02002037,S08000031,S37000017,S12000018,5473,8,4,8,4,9,5,9,5,0,0
4329,S01010834,S02002037,S08000031,S37000017,S12000018,5400,8,4,8,4,9,5,9,5,0,0
4330,S01010835,S02002037,S08000031,S37000017,S12000018,5794,9,5,9,5,10,5,10,5,0,0
4331,S01010836,S02002038,S08000031,S37000017,S12000018,5892,9,5,9,5,10,5,10,5,0,0
4332,S01010837,S02002038,S08000031,S37000017,S12000018,3867,6,3,7,4,7,4,7,4,0,0
4333,S01010838,S02002038,S08000031,S37000017,S12000018,4399,7,4,7,4,8,4,8,4,0,0
4334,S01010839,S02002038,S08000031,S37000017,S12000018,4533,7,4,7,4,8,4,8,4,0,0
4335,S01010840,S02002038,S08000031,S37000017,S12000018,3871,6,3,7,4,7,4,7,4,0,0
4336,S01010841,S02002038,S08000031,S37000017,S12000018,4438,7,4,7,4,8,4,8,4,0,0
4337,S01010842,S02002039,S08000031,S37000017,S12000018,497,1,1,2,1,3,2,3,2,1,0
4338,S01010843,S02002039,S08000031,S37000017,S12000018,1335,2,1,4,2,5,3,5,3,0,0
4339,S01010844,S02002039,S08000031,S37000017,S12000018,5942,9,5,9,5,10,5,10,5,0,0
4340,S01010845,S02002039,S08000031,S37000017,S12000018,4210,6,3,7,4,8,4,8,4,0,0
4341,S01010846,S02002039,S08000031,S37000017,S12000018,1982,3,2,5,3,5,3,5,3,0,0
4342,S01010847,S02002039,S08000031,S37000017,S12000018,5667,9,5,9,5,9,5,9,5,0,0
4343,S01010848,S02002040,S08000031,S37000017,S12000018,630,1,1,2,1,3,2,3,2,1,0
4344,S01010849,S02002040,S08000031,S37000017,S12000018,493,1,1,2,1,3,2,3,2,1,0
4345,S01010850,S02002040,S08000031,S37000017,S12000018,652,1,1,3,2,3,2,3,2,1,0
4346,S01010851,S02002040,S08000031,S37000017,S12000018,613,1,1,2,1,3,2,3,2,1,0
4347,S01010852,S02002040,S08000031,S37000017,S12000018,1966,3,2,5,3,5,3,5,3,0,0
4348,S01010853,S02002040,S08000031,S37000017,S12000018,2109,3,2,5,3,6,3,6,3,0,0
4349,S01010854,S02002040,S08000031,S37000017,S12000018,644,1,1,2,1,3,2,3,2,1,0
4350,S01010855,S02002040,S08000031,S37000017,S12000018,1499,3,2,4,2,5,3,5,3,0,0
4351,S01010856,S02002041,S08000031,S37000017,S12000018,747,2,1,3,2,4,2,4,2,1,0
4352,S01010857,S02002041,S08000031,S37000017,S12000018,3033,5,3,6,3,6,3,6,3,0,0
4353,S01010858,S02002041,S08000031,S37000017,S12000018,1002,2,1,3,2,4,2,4,2,1,0
4354,S01010859,S02002041,S08000031,S37000017,S12000018,562,1,1,2,1,3,2,3,2,1,0
4355,S01010860,S02002041,S08000031,S37000017,S12000018,2038,3,2,5,3,6,3,6,3,0,0
