_id,DataZone,IntZone,HB,HSCP,CA,SIMD2020V2Rank,SIMD2020V2CountryDecile,SIMD2020V2CountryQuintile,SIMD2020V2HBDecile,SIMD2020V2HBQuintile,SIMD2020V2HSCPDecile,SIMD2020V2HSCPQuintile,SIMD2020V2CADecile,SIMD2020V2CAQuintile,SIMD2020V2Most15pc,SIMD2020V2Least15pc
5659,S01012164,S02002279,S08000031,S37000024,S12000038,5911,9,5,9,5,9,5,9,5,0,0
5660,S01012165,S02002279,S08000031,S37000024,S12000038,672,1,1,3,2,2,1,2,1,1,0
5661,S01012166,S02002279,S08000031,S37000024,S12000038,1954,3,2,5,3,4,2,4,2,0,0
5662,S01012167,S02002279,S08000031,S37000024,S12000038,1863,3,2,4,2,4,2,4,2,0,0
5663,S01012168,S02002280,S08000031,S37000024,S12000038,5748,9,5,9,5,9,5,9,5,0,0
5664,S01012169,S02002280,S08000031,S37000024,S12000038,2489,4,2,5,3,5,3,5,3,0,0
5665,S01012170,S02002280,S08000031,S37000024,S12000038,2421,4,2,5,3,4,2,4,2,0,0
5666,S01012171,S02002280,S08000031,S37000024,S12000038,2342,4,2,5,3,4,2,4,2,0,0
5667,S01012172,S02002280,S08000031,S37000024,S12000038,1729,3,2,4,2,3,2,3,2,0,0
5668,S01012173,S02002280,S08000031,S37000024,S12000038,5564,8,4,8,4,8,4,8,4,0,0
5669,S01012174,S02002281,S08000031,S37000024,S12000038,5557,8,4,8,4,8,4,8,4,0,0
5670,S01012175,S02002281,S08000031,S37000024,S12000038,4310,7,4,7,4,7,4,7,4,0,0
5671,S01012176,S02002281,S08000031,S37000024,S12000038,4610,7,4,7,4,7,4,7,4,0,0
5672,S01012177,S02002281,S08000031,S37000024,S12000038,5881,9,5,9,5,9,5,9,5,0,0
5673,S01012178,S02002281,S08000031,S37000024,S12000038,5674,9,5,9,5,8,4,8,4,0,0
5674,S01012179,S02002281,S08000031,S37000024,S12000038,2870,5,3,6,3,5,3,5,3,0,0
5675,S01012180,S02002281,S08000031,S37000024,S12000038,3307,5,3,6,3,6,3,6,3,0,0
5676,S01012181,S02002281,S08000031,S37000024,S12000038,2742,4,2,6,3,5,3,5,3,0,0
5677,S01012182,S02002282,S08000031,S37000024,S12000038,4866,7,4,8,4,7,4,7,4,0,0
5678,S01012183,S02002282,S08000031,S37000024,S12000038,2304,4,2,5,3,4,2,4,2,0,0
5679,S01012184,S02002282,S08000031,S37000024,S12000038,6120,9,5,9,5,9,5,9,5,0,1
5680,S01012185,S02002282,S08000031,S37000024,S12000038,1255,2,1,4,2,3,2,3,2,0,0
5681,S01012186,S02002282,S08000031,S37000024,S12000038,2253,4,2,5,3,4,2,4,2,0,0
5682,S01012187,S02002282,S08000031,S37000024,S12000038,710,1,1,3,2,2,1,2,1,1,0
5683,S01012188,S02002283,S08000031,S37000024,S12000038,3820,6,3,7,4,6,3,6,3,0,0
5684,S01012189,S02002283,S08000031,S37000024,S12000038,4148,6,3,7,4,7,4,7,4,0,0
5685,S01012190,S02002283,S08000031,S37000024,S12000038,6600,10,5,10,5,10,5,10,5,0,1
5686,S01012191,S02002283,S08000031,S37000024,S12000038,6355,10,5,10,5,10,5,10,5,0,1
5687,S01012192,S02002283,S08000031,S37000024,S12000038,5545,8,4,8,4,8,4,8,4,0,0
5688,S01012193,S02002283,S08000031,S37000024,S12000038,6269,9,5,9,5,10,5,10,5,0,1
5689,S01012194,S02002283,S08000031,S37000024,S12000038,6485,10,5,10,5,10,5,10,5,0,1
5690,S01012195,S02002283,S08000031,S37000024,S12000038,5812,9,5,9,5,9,5,9,5,0,0
5691,S01012196,S02002283,S08000031,S37000024,S12000038,5409,8,4,8,4,8,4,8,4,0,0
5692,S01012197,S02002284,S08000031,S37000024,S12000038,2673,4,2,6,3,5,3,5,3,0,0
5693,S01012198,S02002284,S08000031,S37000024,S12000038,3474,5,3,6,3,6,3,6,3,0,0
5694,S01012199,S02002284,S08000031,S37000024,S12000038,3489,5,3,6,3,6,3,6,3,0,0
5695,S01012200,S02002284,S08000031,S37000024,S12000038,2462,4,2,5,3,5,3,5,3,0,0
5696,S01012201,S02002284,S08000031,S37000024,S12000038,2925,5,3,6,3,5,3,5,3,0,0
5697,S01012202,S02002284,S08000031,S37000024,S12000038,4921,7,4,8,4,7,4,7,4,0,0
5698,S01012203,S02002284,S08000031,S37000024,S12000038,5048,8,4,8,4,8,4,8,4,0,0
5699,S01012204,S02002285,S08000031,S37000024,S12000038,6098,9,5,9,5,9,5,9,5,0,1
5700,S01012205,S02002285,S08000031,S37000024,S12000038,5708,9,5,9,5,8,4,8,4,0,0
5701,S01012206,S02002285,S08000031,S37000024,S12000038,5223,8,4,8,4,8,4,8,4,0,0
5702,S01012207,S02002285,S08000031,S37000024,S12000038,3108,5,3,6,3,5,3,5,3,0,0
5703,S01012208,S02002285,S08000031,S37000024,S12000038,2874,5,3,6,3,5,3,5,3,0,0
5704,S01012209,S02002285,S08000031,S37000024,S12000038,2991,5,3,6,3,5,3,5,3,0,0
5705,S01012210,S02002285,S08000031,S37000024,S12000038,2691,4,2,6,3,5,3,5,3,0,0
5706,S01012211,S02002286,S08000031,S37000024,S12000038,4098,6,3,7,4,7,4,7,4,0,0
5707,S01012212,S02002286,S08000031,S37000024,S12000038,6614,10,5,10,5,10,5,10,5,0,1
5708,S01012213,S02002286,S08000031,S37000024,S12000038,6423,10,5,10,5,10,5,10,5,0,1
5709,S01012214,S02002286,S08000031,S37000024,S12000038,6065,9,5,9,5,9,5,9,5,0,1
5710,S01012215,S02002286,S08000031,S37000024,S12000038,6808,10,5,10,5,10,5,10,5,0,1
5711,S01012216,S02002286,S08000031,S37000024,S12000038,6716,10,5,10,5,10,5,10,5,0,1
5712,S01012217,S02002287,S08000031,S37000024,S12000038,683,1,1,3,2,2,1,2,1,1,0
5713,S01012218,S02002287,S08000031,S37000024,S12000038,547,1,1,2,1,1,1,1,1,1,0
5714,S01012219,S02002287,S08000031,S37000024,S12000038,884,2,1,3,2,2,1,2,1,1,0
5715,S01012220,S02002287,S08000031,S37000024,S12000038,523,1,1,2,1,1,1,1,1,1,0
5716,S01012221,S02002287,S08000031,S37000024,S12000038,1633,3,2,4,2,3,2,3,2,0,0
5717,S01012222,S02002287,S08000031,S37000024,S12000038,1856,3,2,4,2,3,2,3,2,0,0
5718,S01012223,S02002288,S08000031,S37000024,S12000038,1518,3,2,4,2,3,2,3,2,0,0
5719,S01012224,S02002288,S08000031,S37000024,S12000038,2392,4,2,5,3,4,2,4,2,0,0
5720,S01012225,S02002288,S08000031,S37000024,S12000038,2084,3,2,5,3,4,2,4,2,0,0
5721,S01012226,S02002288,S08000031,S37000024,S12000038,4108,6,3,7,4,7,4,7,4,0,0
5722,S01012227,S02002288,S08000031,S37000024,S12000038,3851,6,3,7,4,6,3,6,3,0,0
5723,S01012228,S02002288,S08000031,S37000024,S12000038,4209,6,3,7,4,7,4,7,4,0,0
5724,S01012229,S02002289,S08000031,S37000024,S12000038,5392,8,4,8,4,8,4,8,4,0,0
5725,S01012230,S02002289,S08000031,S37000024,S12000038,6212,9,5,9,5,10,5,10,5,0,1
5726,S01012231,S02002289,S08000031,S37000024,S12000038,6308,10,5,10,5,10,5,10,5,0,1
5727,S01012232,S02002289,S08000031,S37000024,S12000038,6029,9,5,9,5,9,5,9,5,0,1
5728,S01012233,S02002290,S08000031,S37000024,S12000038,6541,10,5,10,5,10,5,10,5,0,1
5729,S01012234,S02002290,S08000031,S37000024,S12000038,5377,8,4,8,4,8,4,8,4,0,0
5730,S01012235,S02002290,S08000031,S37000024,S12000038,6853,10,5,10,5,10,5,10,5,0,1
5731,S01012236,S02002290,S08000031,S37000024,S12000038,4927,7,4,8,4,8,4,8,4,0,0
5732,S01012237,S02002291,S08000031,S37000024,S12000038,6666,10,5,10,5,10,5,10,5,0,1
5733,S01012238,S02002291,S08000031,S37000024,S12000038,3229,5,3,6,3,6,3,6,3,0,0
5734,S01012239,S02002291,S08000031,S37000024,S12000038,2043,3,2,5,3,4,2,4,2,0,0
5735,S01012240,S02002291,S08000031,S37000024,S12000038,3430,5,3,6,3,6,3,6,3,0,0
5736,S01012241,S02002291,S08000031,S37000024,S12000038,6481,10,5,10,5,10,5,10,5,0,1
5737,S01012242,S02002291,S08000031,S37000024,S12000038,5798,9,5,9,5,9,5,9,5,0,0
5738,S01012243,S02002291,S08000031,S37000024,S12000038,5929,9,5,9,5,9,5,9,5,0,0
5739,S01012244,S02002292,S08000016,S37000025,S12000026,4146,6,3,6,3,6,3,6,3,0,0
5740,S01012245,S02002292,S08000016,S37000025,S12000026,5787,9,5,10,5,10,5,10,5,0,0
5741,S01012246,S02002292,S08000016,S37000025,S12000026,5670,9,5,10,5,10,5,10,5,0,0
5742,S01012247,S02002292,S08000016,S37000025,S12000026,4480,7,4,7,4,7,4,7,4,0,0
5743,S01012248,S02002292,S08000016,S37000025,S12000026,4834,7,4,8,4,8,4,8,4,0,0
5744,S01012249,S02002292,S08000016,S37000025,S12000026,3962,6,3,5,3,5,3,5,3,0,0
5745,S01012250,S02002292,S08000016,S37000025,S12000026,5330,8,4,9,5,9,5,9,5,0,0
5746,S01012251,S02002293,S08000016,S37000025,S12000026,2698,4,2,3,2,3,2,3,2,0,0
5747,S01012252,S02002293,S08000016,S37000025,S12000026,3522,5,3,4,2,4,2,4,2,0,0
5748,S01012253,S02002293,S08000016,S37000025,S12000026,3631,6,3,4,2,4,2,4,2,0,0
5749,S01012254,S02002293,S08000016,S37000025,S12000026,5849,9,5,10,5,10,5,10,5,0,0
5750,S01012255,S02002293,S08000016,S37000025,S12000026,5242,8,4,9,5,9,5,9,5,0,0
5751,S01012256,S02002294,S08000016,S37000025,S12000026,6219,9,5,10,5,10,5,10,5,0,1
5752,S01012257,S02002294,S08000016,S37000025,S12000026,4256,6,3,7,4,7,4,7,4,0,0
5753,S01012258,S02002294,S08000016,S37000025,S12000026,6607,10,5,10,5,10,5,10,5,0,1
5754,S01012259,S02002294,S08000016,S37000025,S12000026,6931,10,5,10,5,10,5,10,5,0,1
5755,S01012260,S02002294,S08000016,S37000025,S12000026,4198,6,3,6,3,6,3,6,3,0,0
5756,S01012261,S02002295,S08000016,S37000025,S12000026,5382,8,4,9,5,9,5,9,5,0,0
5757,S01012262,S02002295,S08000016,S37000025,S12000026,4070,6,3,6,3,6,3,6,3,0,0
5758,S01012263,S02002295,S08000016,S37000025,S12000026,2560,4,2,2,1,2,1,2,1,0,0
5759,S01012264,S02002295,S08000016,S37000025,S12000026,4953,7,4,8,4,8,4,8,4,0,0
5760,S01012265,S02002295,S08000016,S37000025,S12000026,3119,5,3,3,2,3,2,3,2,0,0
5761,S01012266,S02002295,S08000016,S37000025,S12000026,4228,6,3,7,4,7,4,7,4,0,0
5762,S01012267,S02002295,S08000016,S37000025,S12000026,6302,10,5,10,5,10,5,10,5,0,1
5763,S01012268,S02002296,S08000016,S37000025,S12000026,5102,8,4,9,5,9,5,9,5,0,0
5764,S01012269,S02002296,S08000016,S37000025,S12000026,5466,8,4,10,5,10,5,10,5,0,0
5765,S01012270,S02002296,S08000016,S37000025,S12000026,3783,6,3,5,3,5,3,5,3,0,0
5766,S01012271,S02002296,S08000016,S37000025,S12000026,3750,6,3,5,3,5,3,5,3,0,0
5767,S01012272,S02002296,S08000016,S37000025,S12000026,4872,7,4,8,4,8,4,8,4,0,0
5768,S01012273,S02002296,S08000016,S37000025,S12000026,5724,9,5,10,5,10,5,10,5,0,0
5769,S01012274,S02002297,S08000016,S37000025,S12000026,3787,6,3,5,3,5,3,5,3,0,0
5770,S01012275,S02002297,S08000016,S37000025,S12000026,1696,3,2,1,1,1,1,1,1,0,0
5771,S01012276,S02002297,S08000016,S37000025,S12000026,2921,5,3,3,2,3,2,3,2,0,0
5772,S01012277,S02002297,S08000016,S37000025,S12000026,2835,4,2,3,2,3,2,3,2,0,0
5773,S01012278,S02002298,S08000016,S37000025,S12000026,2123,3,2,2,1,2,1,2,1,0,0
5774,S01012279,S02002298,S08000016,S37000025,S12000026,1878,3,2,1,1,1,1,1,1,0,0
5775,S01012280,S02002298,S08000016,S37000025,S12000026,2616,4,2,2,1,2,1,2,1,0,0
5776,S01012281,S02002298,S08000016,S37000025,S12000026,3458,5,3,4,2,4,2,4,2,0,0
5777,S01012282,S02002299,S08000016,S37000025,S12000026,5082,8,4,9,5,9,5,9,5,0,0
5778,S01012283,S02002299,S08000016,S37000025,S12000026,3311,5,3,4,2,4,2,4,2,0,0
5779,S01012284,S02002299,S08000016,S37000025,S12000026,1963,3,2,1,1,1,1,1,1,0,0
5780,S01012285,S02002299,S08000016,S37000025,S12000026,4603,7,4,8,4,8,4,8,4,0,0
5781,S01012286,S02002300,S08000016,S37000025,S12000026,2274,4,2,2,1,2,1,2,1,0,0
5782,S01012287,S02002300,S08000016,S37000025,S12000026,277,1,1,1,1,1,1,1,1,1,0
5783,S01012288,S02002300,S08000016,S37000025,S12000026,993,2,1,1,1,1,1,1,1,1,0
5784,S01012289,S02002301,S08000016,S37000025,S12000026,5160,8,4,9,5,9,5,9,5,0,0
5785,S01012290,S02002301,S08000016,S37000025,S12000026,3793,6,3,5,3,5,3,5,3,0,0
5786,S01012291,S02002301,S08000016,S37000025,S12000026,5727,9,5,10,5,10,5,10,5,0,0
5787,S01012292,S02002301,S08000016,S37000025,S12000026,6583,10,5,10,5,10,5,10,5,0,1
5788,S01012293,S02002301,S08000016,S37000025,S12000026,4123,6,3,6,3,6,3,6,3,0,0
5789,S01012294,S02002301,S08000016,S37000025,S12000026,2848,4,2,3,2,3,2,3,2,0,0
5790,S01012295,S02002301,S08000016,S37000025,S12000026,4206,6,3,7,4,7,4,7,4,0,0
5791,S01012296,S02002302,S08000016,S37000025,S12000026,6292,9,5,10,5,10,5,10,5,0,1
5792,S01012297,S02002302,S08000016,S37000025,S12000026,5268,8,4,9,5,9,5,9,5,0,0
5793,S01012298,S02002302,S08000016,S37000025,S12000026,4877,7,4,8,4,8,4,8,4,0,0
5794,S01012299,S02002302,S08000016,S37000025,S12000026,4599,7,4,7,4,7,4,7,4,0,0
5795,S01012300,S02002303,S08000016,S37000025,S12000026,3057,5,3,3,2,3,2,3,2,0,0
5796,S01012301,S02002303,S08000016,S37000025,S12000026,3965,6,3,6,3,6,3,6,3,0,0
5797,S01012302,S02002303,S08000016,S37000025,S12000026,2561,4,2,2,1,2,1,2,1,0,0
5798,S01012303,S02002303,S08000016,S37000025,S12000026,4235,6,3,7,4,7,4,7,4,0,0
5799,S01012304,S02002303,S08000016,S37000025,S12000026,4478,7,4,7,4,7,4,7,4,0,0
5800,S01012305,S02002304,S08000016,S37000025,S12000026,3950,6,3,5,3,5,3,5,3,0,0
5801,S01012306,S02002304,S08000016,S37000025,S12000026,2774,4,2,3,2,3,2,3,2,0,0
5802,S01012307,S02002304,S08000016,S37000025,S12000026,2990,5,3,3,2,3,2,3,2,0,0
5803,S01012308,S02002304,S08000016,S37000025,S12000026,5074,8,4,9,5,9,5,9,5,0,0
5804,S01012309,S02002305,S08000016,S37000025,S12000026,3835,6,3,5,3,5,3,5,3,0,0
5805,S01012310,S02002305,S08000016,S37000025,S12000026,3966,6,3,6,3,6,3,6,3,0,0
5806,S01012311,S02002305,S08000016,S37000025,S12000026,4527,7,4,7,4,7,4,7,4,0,0
5807,S01012312,S02002305,S08000016,S37000025,S12000026,3260,5,3,4,2,4,2,4,2,0,0
5808,S01012313,S02002305,S08000016,S37000025,S12000026,3408,5,3,4,2,4,2,4,2,0,0
5809,S01012314,S02002306,S08000016,S37000025,S12000026,2981,5,3,3,2,3,2,3,2,0,0
5810,S01012315,S02002306,S08000016,S37000025,S12000026,2379,4,2,2,1,2,1,2,1,0,0
5811,S01012316,S02002306,S08000016,S37000025,S12000026,2312,4,2,2,1,2,1,2,1,0,0
5812,S01012317,S02002306,S08000016,S37000025,S12000026,3802,6,3,5,3,5,3,5,3,0,0
5813,S01012318,S02002306,S08000016,S37000025,S12000026,2672,4,2,3,2,3,2,3,2,0,0
5814,S01012319,S02002307,S08000016,S37000025,S12000026,4002,6,3,6,3,6,3,6,3,0,0
5815,S01012320,S02002307,S08000016,S37000025,S12000026,3357,5,3,4,2,4,2,4,2,0,0
5816,S01012321,S02002307,S08000016,S37000025,S12000026,4183,6,3,6,3,6,3,6,3,0,0
5817,S01012322,S02002307,S08000016,S37000025,S12000026,4466,7,4,7,4,7,4,7,4,0,0
5818,S01012323,S02002307,S08000016,S37000025,S12000026,4823,7,4,8,4,8,4,8,4,0,0
5819,S01012324,S02002308,S08000016,S37000025,S12000026,3961,6,3,5,3,5,3,5,3,0,0
5820,S01012325,S02002308,S08000016,S37000025,S12000026,4833,7,4,8,4,8,4,8,4,0,0
5821,S01012326,S02002308,S08000016,S37000025,S12000026,1586,3,2,1,1,1,1,1,1,0,0
5822,S01012327,S02002308,S08000016,S37000025,S12000026,4115,6,3,6,3,6,3,6,3,0,0
5823,S01012328,S02002309,S08000016,S37000025,S12000026,3451,5,3,4,2,4,2,4,2,0,0
5824,S01012329,S02002309,S08000016,S37000025,S12000026,3301,5,3,4,2,4,2,4,2,0,0
5825,S01012330,S02002309,S08000016,S37000025,S12000026,4026,6,3,6,3,6,3,6,3,0,0
5826,S01012331,S02002309,S08000016,S37000025,S12000026,6135,9,5,10,5,10,5,10,5,0,1
5827,S01012332,S02002309,S08000016,S37000025,S12000026,4715,7,4,8,4,8,4,8,4,0,0
5828,S01012333,S02002309,S08000016,S37000025,S12000026,4620,7,4,8,4,8,4,8,4,0,0
5829,S01012334,S02002310,S08000016,S37000025,S12000026,3879,6,3,5,3,5,3,5,3,0,0
5830,S01012335,S02002310,S08000016,S37000025,S12000026,4673,7,4,8,4,8,4,8,4,0,0
5831,S01012336,S02002310,S08000016,S37000025,S12000026,4994,8,4,9,5,9,5,9,5,0,0
5832,S01012337,S02002310,S08000016,S37000025,S12000026,1868,3,2,1,1,1,1,1,1,0,0
5833,S01012338,S02002311,S08000016,S37000025,S12000026,3426,5,3,4,2,4,2,4,2,0,0
5834,S01012339,S02002311,S08000016,S37000025,S12000026,2911,5,3,3,2,3,2,3,2,0,0
5835,S01012340,S02002311,S08000016,S37000025,S12000026,3563,6,3,4,2,4,2,4,2,0,0
5836,S01012341,S02002312,S08000016,S37000025,S12000026,4809,7,4,8,4,8,4,8,4,0,0
5837,S01012342,S02002312,S08000016,S37000025,S12000026,4137,6,3,6,3,6,3,6,3,0,0
5838,S01012343,S02002312,S08000016,S37000025,S12000026,4484,7,4,7,4,7,4,7,4,0,0
5839,S01012344,S02002313,S08000016,S37000025,S12000026,2966,5,3,3,2,3,2,3,2,0,0
5840,S01012345,S02002313,S08000016,S37000025,S12000026,4355,7,4,7,4,7,4,7,4,0,0
5841,S01012346,S02002313,S08000016,S37000025,S12000026,4882,7,4,8,4,8,4,8,4,0,0
5842,S01012347,S02002313,S08000016,S37000025,S12000026,4947,7,4,8,4,8,4,8,4,0,0
5843,S01012348,S02002313,S08000016,S37000025,S12000026,5214,8,4,9,5,9,5,9,5,0,0
5844,S01012349,S02002314,S08000016,S37000025,S12000026,3459,5,3,4,2,4,2,4,2,0,0
5845,S01012350,S02002314,S08000016,S37000025,S12000026,2453,4,2,2,1,2,1,2,1,0,0
5846,S01012351,S02002314,S08000016,S37000025,S12000026,2620,4,2,2,1,2,1,2,1,0,0
5847,S01012352,S02002314,S08000016,S37000025,S12000026,4847,7,4,8,4,8,4,8,4,0,0
5848,S01012353,S02002314,S08000016,S37000025,S12000026,2281,4,2,2,1,2,1,2,1,0,0
5849,S01012354,S02002315,S08000016,S37000025,S12000026,3765,6,3,5,3,5,3,5,3,0,0
5850,S01012355,S02002315,S08000016,S37000025,S12000026,3079,5,3,3,2,3,2,3,2,0,0
5851,S01012356,S02002315,S08000016,S37000025,S12000026,5287,8,4,9,5,9,5,9,5,0,0
5852,S01012357,S02002315,S08000016,S37000025,S12000026,4583,7,4,7,4,7,4,7,4,0,0
5853,S01012358,S02002315,S08000016,S37000025,S12000026,3892,6,3,5,3,5,3,5,3,0,0
5854,S01012359,S02002316,S08000016,S37000025,S12000026,564,1,1,1,1,1,1,1,1,1,0
5855,S01012360,S02002316,S08000016,S37000025,S12000026,619,1,1,1,1,1,1,1,1,1,0
5856,S01012361,S02002316,S08000016,S37000025,S12000026,865,2,1,1,1,1,1,1,1,1,0
5857,S01012362,S02002316,S08000016,S37000025,S12000026,740,2,1,1,1,1,1,1,1,1,0
5858,S01012363,S02002317,S08000016,S37000025,S12000026,1233,2,1,1,1,1,1,1,1,0,0
5859,S01012364,S02002317,S08000016,S37000025,S12000026,1989,3,2,1,1,1,1,1,1,0,0
5860,S01012365,S02002317,S08000016,S37000025,S12000026,5369,8,4,9,5,9,5,9,5,0,0
5861,S01012366,S02002317,S08000016,S37000025,S12000026,2215,4,2,2,1,2,1,2,1,0,0
5862,S01012367,S02002317,S08000016,S37000025,S12000026,3959,6,3,5,3,5,3,5,3,0,0
5863,S01012368,S02002318,S08000016,S37000025,S12000026,4196,6,3,6,3,6,3,6,3,0,0
5864,S01012369,S02002318,S08000016,S37000025,S12000026,4957,8,4,8,4,8,4,8,4,0,0
5865,S01012370,S02002318,S08000016,S37000025,S12000026,2345,4,2,2,1,2,1,2,1,0,0
5866,S01012371,S02002318,S08000016,S37000025,S12000026,2158,4,2,2,1,2,1,2,1,0,0
5867,S01012372,S02002319,S08000016,S37000025,S12000026,1363,2,1,1,1,1,1,1,1,0,0
5868,S01012373,S02002319,S08000016,S37000025,S12000026,3223,5,3,4,2,4,2,4,2,0,0
5869,S01012374,S02002319,S08000016,S37000025,S12000026,3256,5,3,4,2,4,2,4,2,0,0
5870,S01012375,S02002319,S08000016,S37000025,S12000026,2237,4,2,2,1,2,1,2,1,0,0
5871,S01012376,S02002320,S08000016,S37000025,S12000026,5165,8,4,9,5,9,5,9,5,0,0
5872,S01012377,S02002320,S08000016,S37000025,S12000026,4197,6,3,6,3,6,3,6,3,0,0
5873,S01012378,S02002320,S08000016,S37000025,S12000026,4171,6,3,6,3,6,3,6,3,0,0
5874,S01012379,S02002320,S08000016,S37000025,S12000026,3863,6,3,5,3,5,3,5,3,0,0
5875,S01012380,S02002321,S08000016,S37000025,S12000026,2947,5,3,3,2,3,2,3,2,0,0
5876,S01012381,S02002321,S08000016,S37000025,S12000026,2899,5,3,3,2,3,2,3,2,0,0
5877,S01012382,S02002321,S08000016,S37000025,S12000026,5455,8,4,9,5,9,5,9,5,0,0
5878,S01012383,S02002321,S08000016,S37000025,S12000026,4574,7,4,7,4,7,4,7,4,0,0
5879,S01012384,S02002321,S08000016,S37000025,S12000026,3618,6,3,4,2,4,2,4,2,0,0
5880,S01012385,S02002321,S08000016,S37000025,S12000026,4107,6,3,6,3,6,3,6,3,0,0
5881,S01012386,S02002321,S08000016,S37000025,S12000026,841,2,1,1,1,1,1,1,1,1,0
5882,S01012387,S02002322,S08000026,S37000026,S12000027,4141,6,3,4,2,4,2,4,2,0,0
5883,S01012388,S02002322,S08000026,S37000026,S12000027,4816,7,4,8,4,8,4,8,4,0,0
5884,S01012389,S02002322,S08000026,S37000026,S12000027,4699,7,4,8,4,8,4,8,4,0,0
5885,S01012390,S02002322,S08000026,S37000026,S12000027,4675,7,4,7,4,7,4,7,4,0,0
5886,S01012391,S02002323,S08000026,S37000026,S12000027,4916,7,4,9,5,9,5,9,5,0,0
5887,S01012392,S02002323,S08000026,S37000026,S12000027,4504,7,4,6,3,6,3,6,3,0,0
5888,S01012393,S02002323,S08000026,S37000026,S12000027,4778,7,4,8,4,8,4,8,4,0,0
5889,S01012394,S02002323,S08000026,S37000026,S12000027,2715,4,2,1,1,1,1,1,1,0,0
5890,S01012395,S02002324,S08000026,S37000026,S12000027,4605,7,4,6,3,6,3,6,3,0,0
5891,S01012396,S02002324,S08000026,S37000026,S12000027,4698,7,4,7,4,7,4,7,4,0,0
5892,S01012397,S02002324,S08000026,S37000026,S12000027,3795,6,3,2,1,2,1,2,1,0,0
5893,S01012398,S02002324,S08000026,S37000026,S12000027,4073,6,3,4,2,4,2,4,2,0,0
5894,S01012399,S02002324,S08000026,S37000026,S12000027,4249,6,3,5,3,5,3,5,3,0,0
5895,S01012400,S02002324,S08000026,S37000026,S12000027,2889,5,3,1,1,1,1,1,1,0,0
5896,S01012401,S02002324,S08000026,S37000026,S12000027,1774,3,2,1,1,1,1,1,1,0,0
5897,S01012402,S02002325,S08000026,S37000026,S12000027,4486,7,4,5,3,5,3,5,3,0,0
5898,S01012403,S02002325,S08000026,S37000026,S12000027,4509,7,4,6,3,6,3,6,3,0,0
5899,S01012404,S02002325,S08000026,S37000026,S12000027,4104,6,3,4,2,4,2,4,2,0,0
5900,S01012405,S02002325,S08000026,S37000026,S12000027,5270,8,4,10,5,10,5,10,5,0,0
5901,S01012406,S02002326,S08000026,S37000026,S12000027,4406,7,4,5,3,5,3,5,3,0,0
5902,S01012407,S02002326,S08000026,S37000026,S12000027,4965,8,4,9,5,9,5,9,5,0,0
5903,S01012408,S02002326,S08000026,S37000026,S12000027,4611,7,4,7,4,7,4,7,4,0,0
5904,S01012409,S02002326,S08000026,S37000026,S12000027,3814,6,3,2,1,2,1,2,1,0,0
5905,S01012410,S02002327,S08000026,S37000026,S12000027,5203,8,4,10,5,10,5,10,5,0,0
5906,S01012411,S02002327,S08000026,S37000026,S12000027,3440,5,3,2,1,2,1,2,1,0,0
5907,S01012412,S02002327,S08000026,S37000026,S12000027,3857,6,3,3,2,3,2,3,2,0,0
5908,S01012413,S02002328,S08000026,S37000026,S12000027,3825,6,3,3,2,3,2,3,2,0,0
5909,S01012414,S02002328,S08000026,S37000026,S12000027,3381,5,3,1,1,1,1,1,1,0,0
5910,S01012415,S02002328,S08000026,S37000026,S12000027,5499,8,4,10,5,10,5,10,5,0,0
5911,S01012416,S02002328,S08000026,S37000026,S12000027,4017,6,3,3,2,3,2,3,2,0,0
5912,S01012417,S02002329,S08000015,S37000027,S12000028,1997,3,2,4,2,3,2,3,2,0,0
5913,S01012418,S02002329,S08000015,S37000027,S12000028,2712,4,2,6,3,4,2,4,2,0,0
5914,S01012419,S02002329,S08000015,S37000027,S12000028,2922,5,3,6,3,5,3,5,3,0,0
5915,S01012420,S02002329,S08000015,S37000027,S12000028,2401,4,2,5,3,4,2,4,2,0,0
5916,S01012421,S02002329,S08000015,S37000027,S12000028,2346,4,2,5,3,4,2,4,2,0,0
5917,S01012422,S02002329,S08000015,S37000027,S12000028,2885,5,3,6,3,5,3,5,3,0,0
5918,S01012423,S02002329,S08000015,S37000027,S12000028,3627,6,3,7,4,6,3,6,3,0,0
5919,S01012424,S02002330,S08000015,S37000027,S12000028,2204,4,2,5,3,3,2,3,2,0,0
5920,S01012425,S02002330,S08000015,S37000027,S12000028,529,1,1,1,1,1,1,1,1,1,0
5921,S01012426,S02002330,S08000015,S37000027,S12000028,510,1,1,1,1,1,1,1,1,1,0
5922,S01012427,S02002330,S08000015,S37000027,S12000028,692,1,1,2,1,1,1,1,1,1,0
5923,S01012428,S02002330,S08000015,S37000027,S12000028,2647,4,2,6,3,4,2,4,2,0,0
5924,S01012429,S02002331,S08000015,S37000027,S12000028,1958,3,2,4,2,3,2,3,2,0,0
5925,S01012430,S02002331,S08000015,S37000027,S12000028,3332,5,3,7,4,6,3,6,3,0,0
5926,S01012431,S02002331,S08000015,S37000027,S12000028,3075,5,3,6,3,6,3,6,3,0,0
5927,S01012432,S02002331,S08000015,S37000027,S12000028,2317,4,2,5,3,3,2,3,2,0,0
5928,S01012433,S02002331,S08000015,S37000027,S12000028,1349,2,1,3,2,2,1,2,1,0,0
5929,S01012434,S02002332,S08000015,S37000027,S12000028,1826,3,2,4,2,3,2,3,2,0,0
